study_id,site_id,longitude,latitude,refYear
JdA,133,-5.917942999998243,36.2513429764683,2019
JdA,134,-5.887943000003663,36.251342976474106,2019
JdA,135,-5.857943000002199,36.25134297647209,2019
JdA,136,-5.827942999989806,36.251342976470205,2019
JdA,137,-5.797943000009838,36.2513429764758,2019
JdA,138,-5.767943000000748,36.25134297647479,2019
JdA,139,-5.737942999989381,36.251342976470426,2019
JdA,140,-5.70794300000859,36.25134297647011,2019
JdA,141,-5.677943000003173,36.25134297647056,2019
JdA,142,-5.647942999994161,36.25134297647373,2019
JdA,143,-5.617943000000736,36.2513429764772,2019
JdA,144,-5.587942999999536,36.251342976474334,2019
JdA,145,-5.5579429999979695,36.25134297646945,2019
JdA,146,-5.527943000002655,36.2513429764687,2019
JdA,147,-5.4979430000030955,36.25134297647119,2019
JdA,148,-5.467942999991268,36.251342976477694,2019
JdA,149,-5.4379430000097155,36.25134297647635,2019
JdA,150,-5.407942999990427,36.25134297646985,2019
JdA,151,-5.3779430000031105,36.25134297646757,2019
JdA,152,-5.3479430000011305,36.25134297647167,2019
JdA,153,-5.318503315668858,36.25193660855897,2019
JdA,154,-5.296820464642537,36.25705329599075,2019
JdA,155,-6.121229746077114,36.295277782892576,2019
JdA,156,-6.093886383284743,36.28478790117837,2019
JdA,157,-6.0679429999921215,36.28134297572428,2019
JdA,158,-6.037942999999052,36.28134297572438,2019
JdA,159,-6.007943000002255,36.28134297572862,2019
JdA,160,-5.977942999997922,36.28134297573246,2019
JdA,161,-5.947943000002484,36.28134297573306,2019
JdA,162,-5.917942999996916,36.281342975729295,2019
JdA,163,-5.887943000002633,36.28134297572502,2019
JdA,164,-5.857942999999824,36.28134297572923,2019
JdA,165,-5.827942999995777,36.28134297572879,2019
JdA,166,-5.79794300000656,36.28134297572145,2019
JdA,167,-5.767943000003747,36.281342975722644,2019
JdA,168,-5.73794299998784,36.28134297572606,2019
JdA,169,-5.707943000009011,36.281342975727114,2019
JdA,170,-5.677943000000936,36.281342975727846,2019
JdA,171,-5.647942999994788,36.28134297572573,2019
JdA,172,-5.617942999998259,36.28134297572344,2019
JdA,173,-5.587942999997916,36.28134297572898,2019
JdA,174,-5.557943000005145,36.28134297573027,2019
JdA,175,-5.527942999999367,36.28134297572847,2019
JdA,176,-5.497943000003162,36.281342975728066,2019
JdA,177,-5.467942999989053,36.28134297572296,2019
JdA,178,-5.437943000010276,36.281342975725394,2019
JdA,179,-5.407942999994523,36.28134297572887,2019
JdA,180,-5.377942999999812,36.28134297573064,2019
JdA,181,-5.347942999997075,36.28134297573131,2019
JdA,182,-5.317943000004371,36.281342975728926,2019
JdA,183,-5.290103668028479,36.282893347494,2019
JdA,184,-5.271628228836045,36.29309792995542,2019
JdA,185,-6.149141506435435,36.315859093885486,2019
JdA,186,-6.1279311486853025,36.31135567416376,2019
JdA,187,-6.09794300000694,36.31134297498525,2019
JdA,188,-6.067942999996513,36.311342974983305,2019
JdA,189,-6.037942999993541,36.31134297498392,2019
JdA,190,-6.007942999999666,36.31134297498494,2019
JdA,191,-5.97794299999896,36.31134297498212,2019
JdA,192,-5.947942999998183,36.31134297498364,2019
JdA,193,-5.917943000003119,36.31134297498616,2019
JdA,194,-5.887942999998327,36.311342974989216,2019
JdA,195,-5.8579430000038055,36.311342974985216,2019
JdA,196,-5.827942999986788,36.311342974988925,2019
JdA,197,-5.797943000019386,36.31134297499376,2019
JdA,198,-5.767943000001053,36.31134297498599,2019
JdA,199,-5.737942999988228,36.311342974984065,2019
JdA,200,-5.7079430000055815,36.311342974984996,2019
JdA,201,-5.6779429999978985,36.31134297498846,2019
JdA,202,-5.647943000002703,36.31134297498741,2019
JdA,203,-5.61794299999393,36.31134297498736,2019
JdA,204,-5.587942999994764,36.31134297498669,2019
JdA,205,-5.557943000006174,36.311342974986786,2019
JdA,206,-5.527943000000496,36.31134297498718,2019
JdA,207,-5.497943000005952,36.31134297498504,2019
JdA,208,-5.467942999993684,36.31134297498532,2019
JdA,209,-5.437943000000549,36.31134297498621,2019
JdA,210,-5.407942999995126,36.311342974988655,2019
JdA,211,-5.377942999999367,36.31134297498679,2019
JdA,212,-5.347943000003752,36.311342974982075,2019
JdA,213,-5.317943000005836,36.31134297497917,2019
JdA,214,-5.287943000003447,36.31134297498086,2019
JdA,215,-5.260976988289635,36.31574866295083,2019
JdA,216,-5.242332768904467,36.32490463724029,2019
JdA,217,-6.1733534137957085,36.35565925952658,2019
JdA,218,-6.15509672974679,36.342668442813064,2019
JdA,219,-6.127943000013989,36.34134297423716,2019
JdA,220,-6.097942999993525,36.341342974238565,2019
JdA,221,-6.067943000009058,36.34134297424108,2019
JdA,222,-6.037942999981629,36.341342974240035,2019
JdA,223,-6.007943000005142,36.34134297424319,2019
JdA,224,-5.977942999999927,36.34134297424183,2019
JdA,225,-5.9479429999905165,36.34134297424466,2019
JdA,226,-5.917943000016359,36.341342974238515,2019
JdA,227,-5.887942999981595,36.34134297423773,2019
JdA,228,-5.857943000022885,36.341342974240206,2019
JdA,229,-5.827942999967792,36.34134297423644,2019
JdA,230,-5.797943000033496,36.34134297423476,2019
JdA,231,-5.767942999988674,36.34134297424143,2019
JdA,232,-5.7379429999895475,36.34134297425051,2019
JdA,233,-5.707943000004027,36.341342974249734,2019
JdA,234,-5.677943000002744,36.34134297424414,2019
JdA,235,-5.647943000011586,36.34134297423627,2019
JdA,236,-5.617942999984196,36.34134297423688,2019
JdA,237,-5.587943000000676,36.34134297424003,2019
JdA,238,-5.557942999996788,36.34134297424219,2019
JdA,239,-5.527943000007687,36.34134297424322,2019
JdA,240,-5.4979429999985205,36.34134297424552,2019
JdA,241,-5.467942999994755,36.34134297424936,2019
JdA,242,-5.437942999999612,36.34134297424839,2019
JdA,243,-5.407942999999322,36.34134297424383,2019
JdA,244,-5.377942999997003,36.3413429742445,2019
JdA,245,-5.347943000008656,36.34134297424756,2019
JdA,246,-5.317943000004533,36.341342974248136,2019
JdA,247,-5.287943000000989,36.34134297424889,2019
JdA,248,-5.257942999991046,36.341342974245954,2019
JdA,249,-5.23802100093937,36.345226443903634,2019
JdA,250,-6.205194012501231,36.38429105849258,2019
JdA,251,-6.184297351645665,36.377083002632524,2019
JdA,252,-6.157942999995463,36.371342973481646,2019
JdA,253,-6.127943000013742,36.37134297348646,2019
JdA,254,-6.097942999991564,36.3713429734865,2019
JdA,255,-6.0679430000092385,36.37134297348514,2019
JdA,256,-6.037942999980615,36.37134297348671,2019
JdA,257,-6.0079430000063345,36.37134297348343,2019
JdA,258,-5.977943000004399,36.37134297348111,2019
JdA,259,-5.9479429999863465,36.37134297347809,2019
JdA,260,-5.917943000017606,36.37134297348614,2019
JdA,261,-5.887942999986266,36.37134297348309,2019
JdA,262,-5.857943000015052,36.37134297348267,2019
JdA,263,-5.827942999976342,36.37134297348596,2019
JdA,264,-5.797943000023028,36.37134297348887,2019
JdA,265,-5.767942999989937,36.3713429734882,2019
JdA,266,-5.7379429999921685,36.371342973476594,2019
JdA,267,-5.7079430000005935,36.37134297347789,2019
JdA,268,-5.6779430000092,36.371342973481525,2019
JdA,269,-5.647943000008428,36.371342973487266,2019
JdA,270,-5.617942999984133,36.37134297348875,2019
JdA,271,-5.587943000001784,36.371342973484914,2019
JdA,272,-5.557942999997849,36.37134297348135,2019
JdA,273,-5.5279430000082455,36.37134297347928,2019
JdA,274,-5.497942999996577,36.37134297347788,2019
JdA,275,-5.46794299999658,36.37134297347411,2019
JdA,276,-5.43794300000157,36.37134297347262,2019
JdA,277,-5.4079430000011355,36.37134297347474,2019
JdA,278,-5.377942999991556,36.37134297347642,2019
JdA,279,-5.3479430000077794,36.37134297347746,2019
JdA,280,-5.317943000003629,36.37134297347804,2019
JdA,281,-5.287942999999298,36.37134297347898,2019
JdA,282,-5.257942999994053,36.37134297348105,2019
JdA,283,-5.231146678515218,36.373365678664896,2019
JdA,284,-5.210535744578933,36.384332590665146,2019
JdA,285,-6.211320402516957,36.40303463152996,2019
JdA,286,-6.1879430000026545,36.40134297274189,2019
JdA,287,-6.157942999997856,36.40134297274358,2019
JdA,288,-6.127943000010306,36.401342972739464,2019
JdA,289,-6.097942999993635,36.40134297274031,2019
JdA,290,-6.0679430000072605,36.401342972741624,2019
JdA,291,-6.037942999982214,36.401342972740295,2019
JdA,292,-6.0079430000065726,36.4013429727424,2019
JdA,293,-5.977943000007768,36.40134297274237,2019
JdA,294,-5.947942999988524,36.40134297274181,2019
JdA,295,-5.917943000010699,36.401342972736835,2019
JdA,296,-5.887942999996314,36.40134297273782,2019
JdA,297,-5.857942999999743,36.40134297274166,2019
JdA,298,-5.82794299999369,36.40134297273705,2019
JdA,299,-5.797943000001873,36.40134297273659,2019
JdA,300,-5.767943000003636,36.4013429727421,2019
JdA,301,-5.737942999997939,36.40134297274109,2019
JdA,302,-5.707942999996497,36.4013429727387,2019
JdA,303,-5.677943000003217,36.401342972741595,2019
JdA,304,-5.647943000004462,36.40134297274232,2019
JdA,305,-5.617942999989864,36.401342972739705,2019
JdA,306,-5.5879430000043815,36.40134297273815,2019
JdA,307,-5.55794300000538,36.40134297273513,2019
JdA,308,-5.527943000003598,36.401342972735335,2019
JdA,309,-5.497942999998891,36.40134297273825,2019
JdA,310,-5.467942999995618,36.40134297274113,2019
JdA,311,-5.4379429999985485,36.40134297274521,2019
JdA,312,-5.407943000003007,36.40134297274384,2019
JdA,313,-5.377942999992634,36.401342972740245,2019
JdA,314,-5.347942999998727,36.401342972744374,2019
JdA,315,-5.3179430000076575,36.40134297274704,2019
JdA,316,-5.287942999998393,36.40134297274407,2019
JdA,317,-5.257942999995585,36.40134297274161,2019
JdA,318,-5.227943000004857,36.401342972746306,2019
JdA,319,-5.200746584057121,36.40429091646038,2019
JdA,320,-5.172862728942288,36.4144174046055,2019
JdA,321,-6.2369632185113675,36.44250291150538,2019
JdA,322,-6.217030832271412,36.43208658921921,2019
JdA,323,-6.1879430000007485,36.431342971975475,2019
JdA,324,-6.157942999997169,36.431342971975454,2019
JdA,325,-6.127943000011285,36.43134297197939,2019
JdA,326,-6.097942999991858,36.43134297197904,2019
JdA,327,-6.067943000007318,36.43134297197886,2019
JdA,328,-6.03794299998673,36.43134297197721,2019
JdA,329,-6.007943000005073,36.431342971973166,2019
JdA,330,-5.9779430000053155,36.431342971975745,2019
JdA,331,-5.947942999994911,36.43134297197376,2019
JdA,332,-5.917943000008429,36.431342971976065,2019
JdA,333,-5.887942999990196,36.431342971980484,2019
JdA,334,-5.8579430000070944,36.431342971975866,2019
JdA,335,-5.827942999993413,36.4313429719759,2019
JdA,336,-5.7979430000061605,36.431342971973756,2019
JdA,337,-5.7679429999964285,36.431342971970146,2019
JdA,338,-5.737942999995279,36.431342971977536,2019
JdA,339,-5.7079429999999105,36.43134297197944,2019
JdA,340,-5.677943000003533,36.43134297197414,2019
JdA,341,-5.6479430000072774,36.431342971971375,2019
JdA,342,-5.617942999988726,36.4313429719729,2019
JdA,343,-5.587943000006897,36.43134297197358,2019
JdA,344,-5.557943000002266,36.43134297197698,2019
JdA,345,-5.527942999998049,36.43134297198236,2019
JdA,346,-5.4979430000026435,36.43134297198061,2019
JdA,347,-5.467942999995203,36.43134297197557,2019
JdA,348,-5.437942999997315,36.431342971972576,2019
JdA,349,-5.407942999999415,36.43134297197707,2019
JdA,350,-5.377942999998145,36.4313429719794,2019
JdA,351,-5.347942999997466,36.43134297197251,2019
JdA,352,-5.3179430000059575,36.431342971971766,2019
JdA,353,-5.287943000000075,36.43134297197476,2019
JdA,354,-5.25794299999635,36.43134297197564,2019
JdA,355,-5.227942999999581,36.431342971973855,2019
JdA,356,-5.197943000012145,36.43134297197424,2019
JdA,357,-5.1679459118830255,36.43134589689604,2019
JdA,358,-5.139283622103293,36.43532853717035,2019
JdA,359,-5.1114442318238344,36.44004310255044,2019
JdA,360,-5.09105090566251,36.44532959776645,2019
JdA,361,-6.244552425926477,36.45836141453326,2019
JdA,362,-6.216266402513157,36.45859953126079,2019
JdA,363,-6.187943000002179,36.461342971214094,2019
JdA,364,-6.157942999995587,36.46134297121422,2019
JdA,365,-6.127943000004635,36.461342971215615,2019
JdA,366,-6.097942999998448,36.46134297121599,2019
JdA,367,-6.067943000002396,36.46134297121513,2019
JdA,368,-6.037942999998925,36.461342971212055,2019
JdA,369,-6.007942999997354,36.46134297121322,2019
JdA,370,-5.977943000006941,36.46134297121458,2019
JdA,371,-5.947942999991987,36.4613429712174,2019
JdA,372,-5.917943000004115,36.46134297121977,2019
JdA,373,-5.887942999992693,36.461342971216524,2019
JdA,374,-5.857943000008548,36.4613429712186,2019
JdA,375,-5.827942999993338,36.461342971217675,2019
JdA,376,-5.797943000012267,36.461342971215934,2019
JdA,377,-5.7679429999940535,36.46134297121711,2019
JdA,378,-5.737942999994817,36.46134297121156,2019
JdA,379,-5.707942999998206,36.46134297121106,2019
JdA,380,-5.677943000008162,36.461342971214464,2019
JdA,381,-5.647943000004401,36.461342971216084,2019
JdA,382,-5.617942999990457,36.461342971215295,2019
JdA,383,-5.587943000001813,36.4613429712168,2019
JdA,384,-5.5579430000030206,36.46134297121621,2019
JdA,385,-5.527942999994052,36.4613429712129,2019
JdA,386,-5.497943000005695,36.46134297121527,2019
JdA,387,-5.467942999998412,36.46134297121626,2019
JdA,388,-5.4379429999966105,36.46134297121765,2019
JdA,389,-5.407942999999794,36.46134297121338,2019
JdA,390,-5.377943000001691,36.461342971208495,2019
JdA,391,-5.347943000000861,36.46134297121089,2019
JdA,392,-5.317943000002349,36.46134297121176,2019
JdA,393,-5.287942999994439,36.461342971214755,2019
JdA,394,-5.2579429999969856,36.4613429712171,2019
JdA,395,-5.227943000001349,36.46134297121733,2019
JdA,396,-5.197943000007138,36.46134297121905,2019
JdA,397,-5.167942999997275,36.46134297121689,2019
JdA,398,-5.137943000001552,36.46134297121403,2019
JdA,399,-5.10794300000029,36.46134297121543,2019
JdA,400,-5.078462875439774,36.46278382877669,2019
JdA,401,-5.049273099896403,36.465393504873035,2019
JdA,402,-5.017722373671897,36.468374851813635,2019
JdA,403,-4.994853179074303,36.47130094570172,2019
JdA,404,-6.268678200051263,36.49751679164907,2019
JdA,405,-6.258325784988264,36.49244923170485,2019
JdA,406,-6.210334613201503,36.48201711612381,2019
JdA,407,-6.184501113711806,36.489007435141836,2019
JdA,408,-6.157942999996456,36.49134297046684,2019
JdA,409,-6.127943000008627,36.4913429704623,2019
JdA,410,-6.097942999992928,36.491342970462895,2019
JdA,411,-6.067943000003649,36.491342970466526,2019
JdA,412,-6.037943000001156,36.49134297046733,2019
JdA,413,-6.0079429999954,36.49134297046601,2019
JdA,414,-5.977943000006367,36.49134297046627,2019
JdA,415,-5.94794299999025,36.49134297046496,2019
JdA,416,-5.917943000005917,36.49134297046255,2019
JdA,417,-5.88794299999809,36.491342970461126,2019
JdA,418,-5.857942999997806,36.49134297046251,2019
JdA,419,-5.827942999999566,36.49134297046635,2019
JdA,420,-5.797943000007041,36.49134297046746,2019
JdA,421,-5.767942999999416,36.49134297046618,2019
JdA,422,-5.737942999999158,36.49134297046547,2019
JdA,423,-5.707942999995215,36.4913429704651,2019
JdA,424,-5.677943000006944,36.4913429704644,2019
JdA,425,-5.647943000004186,36.49134297046374,2019
JdA,426,-5.617942999989417,36.49134297046533,2019
JdA,427,-5.587942999997959,36.49134297046698,2019
JdA,428,-5.557943000008455,36.49134297046655,2019
JdA,429,-5.527942999993826,36.491342970466484,2019
JdA,430,-5.497943000003156,36.491342970465894,2019
JdA,431,-5.467943000000619,36.491342970465126,2019
JdA,432,-5.437942999994443,36.49134297046373,2019
JdA,433,-5.407943000005864,36.49134297046547,2019
JdA,434,-5.3779429999985915,36.491342970468416,2019
JdA,435,-5.347942999999847,36.49134297046869,2019
JdA,436,-5.317943000003634,36.49134297046764,2019
JdA,437,-5.287942999995502,36.49134297046313,2019
JdA,438,-5.2579429999940865,36.491342970461965,2019
JdA,439,-5.227942999998665,36.49134297046535,2019
JdA,440,-5.197943000007358,36.49134297046521,2019
JdA,441,-5.167943000002811,36.49134297046366,2019
JdA,442,-5.1379429999994,36.49134297046432,2019
JdA,443,-5.107942999999261,36.491342970465,2019
JdA,444,-5.077943000000538,36.491342970464,2019
JdA,445,-5.047942999996283,36.49134297046368,2019
JdA,446,-5.0179430000055385,36.49134297046422,2019
JdA,447,-4.988053527966616,36.49146345028785,2019
JdA,448,-4.959508533066833,36.495352536578054,2019
JdA,449,-4.9315036065682385,36.50257186990887,2019
JdA,450,-4.901803089747546,36.506009861485175,2019
JdA,451,-4.875831813543866,36.50627406297648,2019
JdA,452,-4.833330588064161,36.50413492553108,2019
JdA,453,-4.80632009032617,36.501274184444505,2019
JdA,454,-4.776957726397698,36.49816030338707,2019
JdA,455,-4.747947812665195,36.496324799438234,2019
JdA,456,-4.7184335799525075,36.49721426936623,2019
JdA,457,-4.691849791314765,36.499973136491356,2019
JdA,458,-4.669131808908725,36.505547635123044,2019
JdA,459,-6.301408169441572,36.53157524466147,2019
JdA,460,-6.280742965380979,36.52018427125366,2019
JdA,461,-6.2418972658604455,36.518810071476906,2019
JdA,462,-6.218627028747057,36.52263143902211,2019
JdA,463,-6.186955765009541,36.527791006654276,2019
JdA,464,-6.157941189753786,36.521344027941375,2019
JdA,465,-6.12794300001263,36.52134296971289,2019
JdA,466,-6.09794299999181,36.52134296971042,2019
JdA,467,-6.067943000008632,36.52134296970429,2019
JdA,468,-6.0379429999882674,36.5213429697086,2019
JdA,469,-6.007943000006601,36.521342969711,2019
JdA,470,-5.977942999997683,36.52134296970912,2019
JdA,471,-5.947943000001722,36.521342969708634,2019
JdA,472,-5.917943000004352,36.52134296970467,2019
JdA,473,-5.887942999996188,36.52134296970831,2019
JdA,474,-5.857942999996521,36.52134296970897,2019
JdA,475,-5.827942999998883,36.521342969706396,2019
JdA,476,-5.797943000003197,36.521342969708215,2019
JdA,477,-5.767943000002637,36.52134296970993,2019
JdA,478,-5.737942999992925,36.52134296971258,2019
JdA,479,-5.707943000005425,36.52134296971036,2019
JdA,480,-5.6779430000028714,36.5213429697071,2019
JdA,481,-5.647943000004994,36.52134296970989,2019
JdA,482,-5.617942999987378,36.52134296970909,2019
JdA,483,-5.587942999999926,36.5213429697075,2019
JdA,484,-5.557942999999561,36.52134296971239,2019
JdA,485,-5.527943000002728,36.52134296971245,2019
JdA,486,-5.4979430000041365,36.52134296970664,2019
JdA,487,-5.4679429999963824,36.521342969709536,2019
JdA,488,-5.437942999996085,36.52134296971262,2019
JdA,489,-5.407943000003621,36.52134296971126,2019
JdA,490,-5.377943000000272,36.52134296970868,2019
JdA,491,-5.347942999994629,36.52134296971067,2019
JdA,492,-5.31794300000547,36.52134296971392,2019
JdA,493,-5.2879430000053,36.521342969710915,2019
JdA,494,-5.257942999993486,36.521342969706126,2019
JdA,495,-5.227942999996217,36.52134296970473,2019
JdA,496,-5.197943000005604,36.521342969707554,2019
JdA,497,-5.167943000002468,36.52134296971045,2019
JdA,498,-5.1379429999994155,36.521342969710005,2019
JdA,499,-5.107943000000905,36.521342969708265,2019
JdA,500,-5.0779429999982915,36.521342969709664,2019
JdA,501,-5.047942999995414,36.521342969711995,2019
JdA,502,-5.017943000007163,36.52134296971096,2019
JdA,503,-4.987942999999969,36.521342969707305,2019
JdA,504,-4.957942999999753,36.52134296970123,2019
JdA,505,-4.927942999990395,36.52134296970431,2019
JdA,506,-4.897943000012648,36.52134296970876,2019
JdA,507,-4.867965022891109,36.52138790756958,2019
JdA,508,-4.837942999988731,36.521342969705444,2019
JdA,509,-4.807942999997282,36.521342969710005,2019
JdA,510,-4.7779430000101435,36.52134296970607,2019
JdA,511,-4.74794299999239,36.52134296970393,2019
JdA,512,-4.717943000001504,36.52134296970831,2019
JdA,513,-4.687943000005118,36.521342969711654,2019
JdA,514,-4.657997409466324,36.52143791330617,2019
JdA,515,-4.634831356032411,36.52494331302315,2019
JdA,516,-6.295918609683784,36.53703247442181,2019
JdA,517,-6.2907790343641175,36.53769206016596,2019
JdA,518,-6.215269084805684,36.55060992404503,2019
JdA,519,-6.187942999999451,36.55134296893844,2019
JdA,520,-6.157942999994165,36.55134296893422,2019
JdA,521,-6.1279430000069555,36.55134296893658,2019
JdA,522,-6.097943000000444,36.551342968937135,2019
JdA,523,-6.067943000008707,36.55134296893765,2019
JdA,524,-6.03794299998527,36.551342968935245,2019
JdA,525,-6.007943000009522,36.55134296893287,2019
JdA,526,-5.977942999989033,36.551342968938464,2019
JdA,527,-5.947943000008137,36.551342968940375,2019
JdA,528,-5.917942999999311,36.55134296894345,2019
JdA,529,-5.887942999993337,36.55134296894492,2019
JdA,530,-5.857943000006631,36.55134296893957,2019
JdA,531,-5.827942999993107,36.55134296893934,2019
JdA,532,-5.797943000005358,36.551342968939856,2019
JdA,533,-5.767943000005689,36.55134296893478,2019
JdA,534,-5.7379429999851554,36.55134296893516,2019
