site_id,latitude,longitude,refYear,Lonsdorf_big,Lonsdorf_small
1,35.938994111858705,-3.0353964501057127,2019,1.4179723067115327e-8,2.6284584493712185e-7
2,36.01748916207427,-5.609765112174526,2019,0.09230714906146305,0.03820947036478255
3,36.019267611501526,-5.5891057763692045,2019,0.16307696552660833,0.13220006182488325
4,36.022874834550656,-5.565248783738072,2019,0.16574418167046356,0.10756358151376313
5,36.05627551171043,-5.663098008406337,2019,0.14010419022860776,0.06110103370158467
6,36.05064212355201,-5.642207194350561,2019,0.15687523036982626,0.09594000452184383
7,36.042190684792054,-5.617096403957078,2019,0.22011777809778818,0.1195460421665172
8,36.04134298164601,-5.587942999994688,2019,0.34219403224033007,0.18280388834349645
9,36.04151226308408,-5.558096965077791,2019,0.32325001822441574,0.16502223439265923
10,36.0453255068748,-5.529023407456154,2019,0.27352865922394903,0.20241730544284484
11,36.051112304691664,-5.502350909271809,2019,0.2340178422731147,0.15102714219352872
12,36.05427716856952,-5.468902064136972,2019,0.17271098879078953,0.12197719766447859
13,36.0562189672446,-5.452782668131232,2019,0.12741434918563768,0.07863936681843489
14,36.08339583380156,-5.794260667675765,2019,0.10703149507573899,0.09956327670997024
15,36.08212253276468,-5.759190311476464,2019,0.18359009726683279,0.09096607697986825
16,36.07655301717823,-5.736452151017672,2019,0.23241752526654183,0.18789868373887558
17,36.07381167736606,-5.708694610233982,2019,0.26033533092806493,0.18493733032759893
18,36.07413477182921,-5.6767211394086825,2019,0.29137698884403557,0.16553093123259113
19,36.0713429809128,-5.647943000011167,2019,0.32189656896997004,0.1921477602102713
20,36.07134298091309,-5.617942999993128,2019,0.33762202626857346,0.1347702966990312
21,36.07134298091467,-5.587942999991844,2019,0.4146141413123518,0.1896552038058935
22,36.07134298091672,-5.5579430000012735,2019,0.4336326156926447,0.22151474272842653
23,36.071342980914025,-5.527943000005966,2019,0.4031178136987965,0.17428514878832135
24,36.07134298091255,-5.497942999993662,2019,0.37815571888077576,0.20146442773019838
25,36.07134298091883,-5.467943000004571,2019,0.3259482546911441,0.1881685540456649
26,36.07492398371122,-5.442755337314057,2019,0.17834121712324022,0.1692542635833725
27,36.10848469476518,-5.8204073058139025,2019,0.09817381600278866,0.06599494656335728
28,36.101683233117846,-5.797680045245083,2019,0.2287512432003475,0.16747131901316206
29,36.10149248197025,-5.767827339089629,2019,0.3217464212343752,0.17010143233359984
30,36.10134298019488,-5.737942999979616,2019,0.3753049405578683,0.17471059255989177
31,36.101342980195234,-5.707943000011139,2019,0.39141172020281395,0.17303830604491424
32,36.101342980194666,-5.677943000000785,2019,0.42447278406132066,0.20266807257417055
33,36.10134298019361,-5.6479430000102235,2019,0.4331740907703047,0.210691328735988
34,36.10134298019547,-5.6179429999907695,2019,0.4161378871145887,0.18659317967149175
35,36.101342980192314,-5.587942999996615,2019,0.4546741935765585,0.21811124987129077
36,36.10134298018862,-5.557942999999027,2019,0.45333183304930796,0.20754873576216498
37,36.101342980191234,-5.527943000008323,2019,0.43968695300037,0.19945012114815835
38,36.10134298019082,-5.497942999994203,2019,0.4078932425378433,0.21656581169020436
