longitude,latitude,study_id,site_id,refYear
-4.455646,36.675692,JdA,9682,2019
-2.763912,36.683846,JdA,9683,2019
-2.740898,36.684558,JdA,9684,2019
-2.708021,36.685105,JdA,9685,2019
-6.421448,36.704343,JdA,9686,2019
-4.448981,36.70219,JdA,9687,2019
-4.426688,36.711375,JdA,9688,2019
-4.345192,36.715516,JdA,9689,2019
-4.327735,36.714599,JdA,9690,2019
-4.298916,36.714873,JdA,9691,2019
-4.265963,36.71415,JdA,9692,2019
-4.239493,36.713918,JdA,9693,2019
-4.209272,36.714929,JdA,9694,2019
-4.185275,36.715538,JdA,9695,2019
-3.551716,36.715865,JdA,9696,2019
-3.504482,36.715265,JdA,9697,2019
-3.48435,36.708483,JdA,9698,2019
-3.458058,36.705759,JdA,9699,2019
-3.428398,36.705889,JdA,9700,2019
-3.400604,36.711062,JdA,9701,2019
-3.375132,36.714669,JdA,9702,2019
-2.873544,36.715734,JdA,9703,2019
-2.854602,36.708028,JdA,9704,2019
-2.829094,36.709581,JdA,9705,2019
-2.79559,36.706969,JdA,9706,2019
-2.767845,36.701444,JdA,9707,2019
-2.707943,36.701343,JdA,9708,2019
-2.67908,36.704119,JdA,9709,2019
-2.651593,36.708708,JdA,9710,2019
-2.632494,36.715925,JdA,9711,2019
-6.473722,36.736321,JdA,9712,2019
-6.471459,36.735416,JdA,9713,2019
-6.426292,36.730914,JdA,9714,2019
-4.41813,36.73159,JdA,9715,2019
-4.387908,36.733614,JdA,9716,2019
-4.357605,36.732061,JdA,9717,2019
-4.17816,36.731611,JdA,9718,2019
-4.148261,36.73365,JdA,9719,2019
-4.118464,36.735371,JdA,9720,2019
-4.095299,36.740021,JdA,9721,2019
-4.046322,36.745697,JdA,9722,2019
-4.027295,36.744767,JdA,9723,2019
-3.995242,36.742143,JdA,9724,2019
-3.966851,36.737778,JdA,9725,2019
-3.940141,36.739482,JdA,9726,2019
-3.908844,36.744029,JdA,9727,2019
-3.884797,36.744413,JdA,9728,2019
-3.780191,36.742444,JdA,9729,2019
-3.759255,36.740051,JdA,9730,2019
-3.72876,36.736716,JdA,9731,2019
-3.697172,36.738661,JdA,9732,2019
-3.67424,36.740302,JdA,9733,2019
-3.63576,36.744444,JdA,9734,2019
-3.606252,36.743639,JdA,9735,2019
-3.575983,36.734855,JdA,9736,2019
-3.548501,36.732268,JdA,9737,2019
-3.517087,36.733441,JdA,9738,2019
-3.368675,36.732074,JdA,9739,2019
-3.341342,36.74049,JdA,9740,2019
-3.307519,36.743067,JdA,9741,2019
-3.288321,36.744832,JdA,9742,2019
-3.212079,36.746129,JdA,9743,2019
-3.158081,36.74597,JdA,9744,2019
-3.142725,36.74627,JdA,9745,2019
-3.068633,36.746215,JdA,9746,2019
-3.025907,36.745503,JdA,9747,2019
-3.00498,36.744684,JdA,9748,2019
-2.977466,36.743476,JdA,9749,2019
-2.960011,36.74532,JdA,9750,2019
-2.905974,36.744253,JdA,9751,2019
-2.884535,36.735881,JdA,9752,2019
-2.624552,36.735039,JdA,9753,2019
-2.21416,36.744993,JdA,9754,2019
-2.194868,36.736188,JdA,9755,2019
-2.168959,36.73555,JdA,9756,2019
-2.13834,36.73845,JdA,9757,2019
-2.120931,36.739947,JdA,9758,2019
-6.416149,36.749176,JdA,9759,2019
-6.396178,36.755234,JdA,9760,2019
-6.367559,36.760914,JdA,9761,2019
-4.08799,36.761401,JdA,9762,2019
-4.057834,36.761621,JdA,9763,2019
-3.878258,36.761703,JdA,9764,2019
-3.848224,36.764053,JdA,9765,2019
-3.817427,36.763342,JdA,9766,2019
-3.787865,36.761434,JdA,9767,2019
-3.278379,36.761961,JdA,9768,2019
-3.247793,36.764389,JdA,9769,2019
-3.217603,36.762353,JdA,9770,2019
-3.187655,36.762719,JdA,9771,2019
-3.157944,36.761401,JdA,9772,2019
-3.128244,36.762843,JdA,9773,2019
-3.097714,36.76229,JdA,9774,2019
-3.06792,36.761391,JdA,9775,2019
-3.037912,36.761525,JdA,9776,2019
-3.007943,36.761343,JdA,9777,2019
-2.948407,36.76223,JdA,9778,2019
-2.917302,36.762603,JdA,9779,2019
-2.618873,36.761897,JdA,9780,2019
-2.601491,36.773256,JdA,9781,2019
-2.243181,36.776079,JdA,9782,2019
-2.223298,36.765275,JdA,9783,2019
-2.110678,36.764789,JdA,9784,2019
-2.083047,36.77161,JdA,9785,2019
-6.387299,36.803653,JdA,9786,2019
-6.365486,36.795321,JdA,9787,2019
-6.337082,36.791125,JdA,9788,2019
-2.59258,36.795079,JdA,9789,2019
-2.572757,36.80613,JdA,9790,2019
-2.273672,36.805767,JdA,9791,2019
-2.253084,36.796417,JdA,9792,2019
-2.078125,36.791457,JdA,9793,2019
-2.062152,36.803381,JdA,9794,2019
-6.393701,36.823269,JdA,9795,2019
-2.559199,36.825526,JdA,9796,2019
-2.52943,36.828955,JdA,9797,2019
-2.500612,36.831391000000004,JdA,9798,2019
-2.461887,36.833734,JdA,9799,2019
-2.43551,36.826505,JdA,9800,2019
-2.411137,36.828799,JdA,9801,2019
-2.388433,36.834431,JdA,9802,2019
-2.311201,36.832821,JdA,9803,2019
-2.285386,36.825266,JdA,9804,2019
-2.050536,36.825472,JdA,9805,2019
-2.024618,36.834155,JdA,9806,2019
-6.417679,36.857355,JdA,9807,2019
-6.397904,36.851381,JdA,9808,2019
-2.467942,36.851345,JdA,9809,2019
-2.378508,36.852147,JdA,9810,2019
-2.347474,36.852824,JdA,9811,2019
-2.317941,36.851345,JdA,9812,2019
-2.018125,36.851309,JdA,9813,2019
-2.000723,36.848859,JdA,9814,2019
-6.442953,36.896324,JdA,9815,2019
-6.424473,36.883131,JdA,9816,2019
-2.018031,36.881411,JdA,9817,2019
-1.998054,36.890264,JdA,9818,2019
-6.450013,36.916947,JdA,9819,2019
-1.988483,36.912181,JdA,9820,2019
-1.964832,36.915866,JdA,9821,2019
-6.480989,36.948831,JdA,9822,2019
-6.45752,36.941772,JdA,9823,2019
-1.958354,36.94174,JdA,9824,2019
-1.927875,36.946422,JdA,9825,2019
-1.90626,36.94772,JdA,9826,2019
-6.534861,36.985128,JdA,9827,2019
-6.514192,36.978413,JdA,9828,2019
-6.487707,36.971582,JdA,9829,2019
-1.905802,36.970932,JdA,9830,2019
-6.570656,37.011463,JdA,9831,2019
-6.546138,37.00392,JdA,9832,2019
-1.900735,37.003459,JdA,9833,2019
-1.881123,37.014134,JdA,9834,2019
-6.629777,37.042882,JdA,9835,2019
-6.605829,37.036812,JdA,9836,2019
-6.577729,37.031571,JdA,9837,2019
-1.877247,37.036807,JdA,9838,2019
-6.68954,37.073008,JdA,9839,2019
-6.665786,37.066998,JdA,9840,2019
-6.637635,37.061692,JdA,9841,2019
-1.869461,37.062516,JdA,9842,2019
-1.851498,37.071266,JdA,9843,2019
-6.749351,37.103111,JdA,9844,2019
-6.72574,37.097167,JdA,9845,2019
-6.697593,37.091743,JdA,9846,2019
-1.850522,37.09405,JdA,9847,2019
-6.834917,37.135654,JdA,9848,2019
-6.814357,37.13206,JdA,9849,2019
-6.786207,37.126602,JdA,9850,2019
-6.757616,37.121726,JdA,9851,2019
-1.843105,37.123655,JdA,9852,2019
-6.930465,37.164579,JdA,9853,2019
-6.908294,37.161513,JdA,9854,2019
-6.874989,37.158597,JdA,9855,2019
-6.847058,37.15289,JdA,9856,2019
-1.838679,37.151734,JdA,9857,2019
-7.405595,37.188511,JdA,9858,2019
-7.387341,37.185135,JdA,9859,2019
-7.359386,37.185774,JdA,9860,2019
-7.333278,37.191727,JdA,9861,2019
-7.309431,37.195517,JdA,9862,2019
-6.992578,37.192191,JdA,9863,2019
-6.96622,37.186495,JdA,9864,2019
-6.937772,37.181521,JdA,9865,2019
-1.837984,37.181378,JdA,9866,2019
-1.81949,37.189277,JdA,9867,2019
-7.407801,37.212343,JdA,9868,2019
-7.298396,37.212065,JdA,9869,2019
-7.268121,37.213968,JdA,9870,2019
-7.238127,37.214839,JdA,9871,2019
-7.208108,37.215597,JdA,9872,2019
-7.178119,37.216304,JdA,9873,2019
-7.147949,37.216798,JdA,9874,2019
-7.117903,37.216682,JdA,9875,2019
-7.087903,37.216527,JdA,9876,2019
-7.057964,37.21614,JdA,9877,2019
-7.026946,37.214219,JdA,9878,2019
-6.997939,37.211347,JdA,9879,2019
-1.814562,37.213452,JdA,9880,2019
-7.432948,37.24833,JdA,9881,2019
-7.414787,37.243993,JdA,9882,2019
-1.808188,37.241598,JdA,9883,2019
-1.781715,37.246652,JdA,9884,2019
-7.415378,37.27098,JdA,9885,2019
-1.777944,37.271344,JdA,9886,2019
-1.751893,37.276658,JdA,9887,2019
-1.732089,37.285519,JdA,9888,2019
-7.436094,37.306589,JdA,9889,2019
-7.417919,37.301367,JdA,9890,2019
-1.721333,37.305411,JdA,9891,2019
-1.702481,37.315508,JdA,9892,2019
-7.43742,37.332507,JdA,9893,2019
-1.696247,37.33605,JdA,9894,2019
-7.436306,37.35895,JdA,9895,2019
-1.688547,37.361929,JdA,9896,2019
-1.659739,37.367144,JdA,9897,2019
-1.637966,37.374714,JdA,9898,2019
-7.439746,37.395291,JdA,9899,2019
-1.688014,37.391268,JdA,9900,2019
-1.660781,37.386539,JdA,9901,2019
-1.639231,37.378844,JdA,9902,2019
-7.444429,37.421123,JdA,9903,2019
-1.807923,37.421243,JdA,9904,2019
-1.719946,37.418532,JdA,9905,2019
-1.694347,37.410879,JdA,9906,2019
-7.464728,37.463638,JdA,9907,2019
-7.446264,37.452057,JdA,9908,2019
-1.84174,37.445585,JdA,9909,2019
-1.803244,37.44376,JdA,9910,2019
-1.779226,37.442006,JdA,9911,2019
-1.749297,37.440062,JdA,9912,2019
-1.731197,37.43752,JdA,9913,2019
-7.46663,37.482565,JdA,9914,2019
-1.871433,37.478193,JdA,9915,2019
-1.852515,37.467096,JdA,9916,2019
-7.501019,37.524509,JdA,9917,2019
-7.476594,37.512315,JdA,9918,2019
-1.90048,37.509148,JdA,9919,2019
-1.880679,37.499057,JdA,9920,2019
-7.505071,37.542692,JdA,9921,2019
-1.929321,37.540067,JdA,9922,2019
-1.909028,37.531047,JdA,9923,2019
-7.501706,37.568799,JdA,9924,2019
-1.958629,37.570685,JdA,9925,2019
-1.937388,37.562792,JdA,9926,2019
-7.496445,37.596862,JdA,9927,2019
-7.476798,37.600295,JdA,9928,2019
-1.987963,37.601323,JdA,9929,2019
-1.96472,37.59639,JdA,9930,2019
-7.469542,37.625997,JdA,9931,2019
-1.99196,37.629546,JdA,9932,2019
-7.464756,37.647298,JdA,9933,2019
-7.442555,37.66015,JdA,9934,2019
-2.019009,37.660484,JdA,9935,2019
-2.000144,37.65105,JdA,9936,2019
-7.439689,37.689028,JdA,9937,2019
-2.022176,37.691343,JdA,9938,2019
-7.43522,37.712157,JdA,9939,2019
-7.417178,37.720742,JdA,9940,2019
-2.019048,37.722175,JdA,9941,2019
-2.000537,37.730369,JdA,9942,2019
-7.412316,37.748966,JdA,9943,2019
-2.01821,37.751133,JdA,9944,2019
-2.001496,37.742394,JdA,9945,2019
-7.40508,37.766441,JdA,9946,2019
-7.380454,37.772714,JdA,9947,2019
-7.357044,37.780337,JdA,9948,2019
-2.019374,37.781732,JdA,9949,2019
-2.002869,37.796062,JdA,9950,2019
-7.348024,37.799356,JdA,9951,2019
-7.324885,37.807315,JdA,9952,2019
-2.000852,37.814783,JdA,9953,2019
-7.314038,37.827954,JdA,9954,2019
-7.294636,37.839035,JdA,9955,2019
-1.997505,37.844714,JdA,9956,2019
-7.28746,37.861059,JdA,9957,2019
-7.267509,37.87107,JdA,9958,2019
-2.109114,37.869757,JdA,9959,2019
-2.077716,37.867619,JdA,9960,2019
-2.049354,37.866482,JdA,9961,2019
-2.016379,37.864944,JdA,9962,2019
-1.990898,37.866375,JdA,9963,2019
-7.264664,37.899075,JdA,9964,2019
-2.199573,37.89896,JdA,9965,2019
-2.169727,37.890257,JdA,9966,2019
-2.137119,37.892495,JdA,9967,2019
-2.117548,37.890763,JdA,9968,2019
-7.256413,37.925621,JdA,9969,2019
-7.23794,37.93134,JdA,9970,2019
-6.188211,37.93076,JdA,9971,2019
-2.259442,37.929817,JdA,9972,2019
-2.231538,37.921839,JdA,9973,2019
-2.210998,37.917222,JdA,9974,2019
-7.255404,37.974001,JdA,9975,2019
-7.23713,37.96155,JdA,9976,2019
-6.27831,37.960554,JdA,9977,2019
-6.250239,37.956877,JdA,9978,2019
-6.217554,37.953158,JdA,9979,2019
-6.198165,37.952116,JdA,9980,2019
-6.154638,37.953374,JdA,9981,2019
-6.127107,37.960364,JdA,9982,2019
-2.290071,37.959488,JdA,9983,2019
-2.267095,37.950496,JdA,9984,2019
-7.256593,37.979813,JdA,9985,2019
-7.237697,37.983296,JdA,9986,2019
-7.206452,37.987695,JdA,9987,2019
-7.179257,37.987217,JdA,9988,2019
-7.147051,37.987622,JdA,9989,2019
-7.117509,37.990828,JdA,9990,2019
-6.339128,37.988639,JdA,9991,2019
-6.314219,37.982214,JdA,9992,2019
-6.291551,37.976547,JdA,9993,2019
-6.117608,37.978243,JdA,9994,2019
-6.096375,37.979684,JdA,9995,2019
-6.065939,37.982813,JdA,9996,2019
-6.037997,37.986252,JdA,9997,2019
-6.007109,37.985113,JdA,9998,2019
-5.977906,37.987792,JdA,9999,2019
-5.946801,37.989784,JdA,10000,2019
-2.318004,37.991281,JdA,10001,2019
-2.298581,37.987008,JdA,10002,2019
-7.114883,38.020072,JdA,10003,2019
-7.088209,38.021022,JdA,10004,2019
-7.06116,38.015713,JdA,10005,2019
-7.026735,38.014133,JdA,10006,2019
-6.995877,38.019498,JdA,10007,2019
-6.579366,38.01711,JdA,10008,2019
-6.548216,38.016556,JdA,10009,2019
-6.518557,38.013927,JdA,10010,2019
-6.493643,38.011039,JdA,10011,2019
-6.456743,38.020907,JdA,10012,2019
-6.370262,38.020613,JdA,10013,2019
-6.351911,38.007491,JdA,10014,2019
-5.937514,38.015365,JdA,10015,2019
-2.43795,38.021335,JdA,10016,2019
-2.408268,38.019397,JdA,10017,2019
-2.378949,38.016248,JdA,10018,2019
-2.347931,38.015142,JdA,10019,2019
-2.323622,38.010739,JdA,10020,2019
-7.106329,38.038524,JdA,10021,2019
-7.095951,38.038908,JdA,10022,2019
-6.990168,38.048262,JdA,10023,2019
-6.607949,38.051337,JdA,10024,2019
-6.588286,38.04888,JdA,10025,2019
-6.448174,38.045031,JdA,10026,2019
-6.428033,38.047648,JdA,10027,2019
-6.399506,38.044457,JdA,10028,2019
-6.373816,38.04218,JdA,10029,2019
-5.93426,38.040829,JdA,10030,2019
-5.914969,38.047597,JdA,10031,2019
-2.499001,38.049958,JdA,10032,2019
-2.469206,38.044788,JdA,10033,2019
-2.44209,38.040776,JdA,10034,2019
-6.98596,38.081908,JdA,10035,2019
-6.758465,38.080435,JdA,10036,2019
-6.727457,38.080448,JdA,10037,2019
-6.697787,38.080959,JdA,10038,2019
-6.668131,38.080597,JdA,10039,2019
-6.637614,38.080921,JdA,10040,2019
-6.613191,38.076746,JdA,10041,2019
-5.912346,38.08558,JdA,10042,2019
-5.739288,38.07986,JdA,10043,2019
-5.708123,38.074779,JdA,10044,2019
-5.676817,38.080038,JdA,10045,2019
-2.558763,38.081108,JdA,10046,2019
-2.532116,38.071269,JdA,10047,2019
-2.508377,38.06746,JdA,10048,2019
-6.98568,38.100022,JdA,10049,2019
-6.964412,38.109173,JdA,10050,2019
-6.819746,38.109726,JdA,10051,2019
-6.788355,38.103957,JdA,10052,2019
-6.769267,38.100999,JdA,10053,2019
-6.723689,38.097488,JdA,10054,2019
-6.68774,38.097384,JdA,10055,2019
-6.681839,38.096575,JdA,10056,2019
-6.629187,38.096604,JdA,10057,2019
-6.622499,38.096703,JdA,10058,2019
-5.912585,38.10814,JdA,10059,2019
-5.7444,38.110496,JdA,10060,2019
-5.667054,38.101827,JdA,10061,2019
-5.646559,38.109851,JdA,10062,2019
-2.530967,38.114357,JdA,10063,2019
-2.512555,38.125615,JdA,10064,2019
-6.957761,38.137918,JdA,10065,2019
-6.819161,38.142374,JdA,10066,2019
-6.801122,38.150075,JdA,10067,2019
-5.903284,38.126499,JdA,10068,2019
-5.880968,38.135084,JdA,10069,2019
-5.739388,38.14342,JdA,10070,2019
-5.712181,38.147732,JdA,10071,2019
-5.637548,38.130283,JdA,10072,2019
-5.618919,38.131093,JdA,10073,2019
-5.583718,38.134185,JdA,10074,2019
-5.556963,38.139583,JdA,10075,2019
-2.501058,38.144603,JdA,10076,2019
-2.47997,38.154225,JdA,10077,2019
-6.959116,38.167842,JdA,10078,2019
-6.937942,38.171342,JdA,10079,2019
-6.878055,38.171222,JdA,10080,2019
-6.848862,38.167511,JdA,10081,2019
-6.817395,38.166202,JdA,10082,2019
-6.798751,38.16794,JdA,10083,2019
-5.874114,38.157066,JdA,10084,2019
-5.852814,38.162512,JdA,10085,2019
-5.827561,38.165194,JdA,10086,2019
-5.797025,38.167342,JdA,10087,2019
-5.768137,38.170087,JdA,10088,2019
-5.737941,38.171341,JdA,10089,2019
-5.710001,38.172348,JdA,10090,2019
-5.689885,38.170801,JdA,10091,2019
-5.547098,38.158476,JdA,10092,2019
-5.526867,38.171517,JdA,10093,2019
-2.471927,38.174674,JdA,10094,2019
-2.450591,38.184402,JdA,10095,2019
-6.933175,38.194436,JdA,10096,2019
-6.908415,38.193479,JdA,10097,2019
-6.884894,38.189929,JdA,10098,2019
-5.73416,38.190471,JdA,10099,2019
-5.718886,38.188606,JdA,10100,2019
-5.523711,38.198052,JdA,10101,2019
-2.467969,38.20132,JdA,10102,2019
-2.449757,38.197479,JdA,10103,2019
-5.518414,38.231456,JdA,10104,2019
-2.467968,38.231367,JdA,10105,2019
-2.448081,38.235395,JdA,10106,2019
-5.521748,38.263139,JdA,10107,2019
-2.445958,38.262776,JdA,10108,2019
-5.546071,38.299344,JdA,10109,2019
-5.527673,38.291627,JdA,10110,2019
-2.498141,38.291179,JdA,10111,2019
-2.469067,38.284477,JdA,10112,2019
-2.446911,38.281636,JdA,10113,2019
-5.573566,38.331073,JdA,10114,2019
-5.55468,38.325081,JdA,10115,2019
-2.498208,38.321523,JdA,10116,2019
-2.481707,38.329948,JdA,10117,2019
-5.572948,38.336363,JdA,10118,2019
-5.556042,38.350429,JdA,10119,2019
-4.32892,38.349443,JdA,10120,2019
-4.300364,38.343623,JdA,10121,2019
-4.265048,38.349559,JdA,10122,2019
-2.498911,38.350607,JdA,10123,2019
-2.481318,38.343259,JdA,10124,2019
-5.578308,38.388871,JdA,10125,2019
-5.556702,38.382454,JdA,10126,2019
-4.419403,38.379491,JdA,10127,2019
-4.38919,38.375236,JdA,10128,2019
-4.361484,38.370494,JdA,10129,2019
-4.340886,38.367035,JdA,10130,2019
-4.26437,38.381072,JdA,10131,2019
-4.208558,38.380066,JdA,10132,2019
-4.178806,38.376617,JdA,10133,2019
-4.147497,38.375364,JdA,10134,2019
-4.117838,38.373747,JdA,10135,2019
-4.088665,38.372722,JdA,10136,2019
-4.058467,38.372437,JdA,10137,2019
-4.029908,38.370563,JdA,10138,2019
-3.998196,38.367823,JdA,10139,2019
-3.972786,38.367037,JdA,10140,2019
-3.935371,38.367256,JdA,10141,2019
-3.905267,38.368675,JdA,10142,2019
-3.877181,38.370872,JdA,10143,2019
-3.844726,38.37431,JdA,10144,2019
-3.817807,38.381222,JdA,10145,2019
-3.638001,38.38128,JdA,10146,2019
-3.60779,38.381142,JdA,10147,2019
-2.499828,38.382395,JdA,10148,2019
-2.482487,38.392963,JdA,10149,2019
-5.577159,38.405391,JdA,10150,2019
-5.557902,38.411304,JdA,10151,2019
-4.478839,38.410576,JdA,10152,2019
-4.451083,38.400677,JdA,10153,2019
-4.431664,38.397557,JdA,10154,2019
-4.259275,38.398294,JdA,10155,2019
-4.24174,38.397451,JdA,10156,2019
-4.221703,38.396632,JdA,10157,2019
-3.816108,38.407008,JdA,10158,2019
-3.787449,38.409861,JdA,10159,2019
-3.758974,38.408845,JdA,10160,2019
-3.727401,38.408054,JdA,10161,2019
-3.699038,38.405002,JdA,10162,2019
-3.669043,38.402151,JdA,10163,2019
-3.644479,38.399389,JdA,10164,2019
-3.598019,38.397927,JdA,10165,2019
-3.575542,38.410503,JdA,10166,2019
-3.548015,38.411299,JdA,10167,2019
-3.519344,38.402634,JdA,10168,2019
-3.490367,38.400181,JdA,10169,2019
-3.454829,38.398539,JdA,10170,2019
-3.425201,38.403679,JdA,10171,2019
-3.397548,38.410835,JdA,10172,2019
-3.0091,38.408858,JdA,10173,2019
-2.588249,38.411071,JdA,10174,2019
-2.560673,38.403295,JdA,10175,2019
-2.529369,38.400574,JdA,10176,2019
-2.500666,38.397919,JdA,10177,2019
-5.553674,38.434985,JdA,10178,2019
-5.527459,38.440768,JdA,10179,2019
-4.509622,38.439731,JdA,10180,2019
-4.485979,38.431411,JdA,10181,2019
-3.573921,38.438372,JdA,10182,2019
-3.54961,38.436435,JdA,10183,2019
-3.532869,38.431994,JdA,10184,2019
-3.388643,38.429709,JdA,10185,2019
-3.366813,38.440932,JdA,10186,2019
-3.248048,38.441206,JdA,10187,2019
-3.218185,38.439787,JdA,10188,2019
-3.188291,38.438286,JdA,10189,2019
-3.159293,38.434748,JdA,10190,2019
-3.12577,38.435125,JdA,10191,2019
-3.097632,38.440996,JdA,10192,2019
-3.040938,38.438481,JdA,10193,2019
-3.004848,38.435703,JdA,10194,2019
-2.977222,38.440345,JdA,10195,2019
-2.887983,38.441156,JdA,10196,2019
-2.5884490000000002,38.441744,JdA,10197,2019
-2.57121,38.449014,JdA,10198,2019
-5.519045,38.459042,JdA,10199,2019
-5.494153,38.459968,JdA,10200,2019
-5.467308,38.470709,JdA,10201,2019
-4.56884,38.470418,JdA,10202,2019
-4.540825,38.466116,JdA,10203,2019
-4.516349,38.459566,JdA,10204,2019
-3.364722,38.466244,JdA,10205,2019
-3.337533,38.4683,JdA,10206,2019
-3.309224,38.467183,JdA,10207,2019
-3.282952,38.460871,JdA,10208,2019
-3.256786,38.457125,JdA,10209,2019
-3.089915,38.460196,JdA,10210,2019
-3.068117,38.464582,JdA,10211,2019
-3.050266,38.459144,JdA,10212,2019
-2.967174,38.461457,JdA,10213,2019
-2.947087,38.464043,JdA,10214,2019
-2.918758,38.463261,JdA,10215,2019
-2.889024,38.459855,JdA,10216,2019
-2.855715,38.46567,JdA,10217,2019
