longitude,latitude,study_id,site_id,refYear
-2.827181,38.470339,JdA,10218,2019
-2.588377,38.471105,JdA,10219,2019
-2.570839,38.461466,JdA,10220,2019
-5.458155,38.491389,JdA,10221,2019
-5.435926,38.496808,JdA,10222,2019
-5.407778,38.501165,JdA,10223,2019
-4.629013,38.500507,JdA,10224,2019
-4.60214,38.490238,JdA,10225,2019
-4.575462,38.488863,JdA,10226,2019
-2.817336,38.488967,JdA,10227,2019
-2.795521,38.495622,JdA,10228,2019
-2.767573,38.501005,JdA,10229,2019
-2.738453,38.500775,JdA,10230,2019
-2.709475,38.495614,JdA,10231,2019
-2.677976,38.492401,JdA,10232,2019
-2.646804,38.496007,JdA,10233,2019
-2.617507,38.498662,JdA,10234,2019
-2.589963,38.496909,JdA,10235,2019
-2.570834,38.491192,JdA,10236,2019
-5.402117,38.528957,JdA,10237,2019
-5.377341,38.530677,JdA,10238,2019
-4.659482,38.529088,JdA,10239,2019
-4.634237,38.52197,JdA,10240,2019
-2.763228,38.523092,JdA,10241,2019
-2.745395,38.520074,JdA,10242,2019
-5.374615,38.558951,JdA,10243,2019
-4.748002,38.561281,JdA,10244,2019
-4.718571,38.559055,JdA,10245,2019
-4.693504,38.548867,JdA,10246,2019
-4.669378,38.546951,JdA,10247,2019
-5.366529,38.580361,JdA,10248,2019
-5.351174,38.579771,JdA,10249,2019
-5.312092,38.58307,JdA,10250,2019
-5.287434,38.590853,JdA,10251,2019
-4.838538,38.590692,JdA,10252,2019
-4.80813,38.586098,JdA,10253,2019
-4.779991,38.584356,JdA,10254,2019
-4.754129,38.58008,JdA,10255,2019
-5.281224,38.609901,JdA,10256,2019
-5.255697,38.617524,JdA,10257,2019
-4.871571,38.619432,JdA,10258,2019
-4.845979,38.608486,JdA,10259,2019
-5.244593,38.637321,JdA,10260,2019
-5.223289,38.642967,JdA,10261,2019
-5.197777,38.64926,JdA,10262,2019
-5.167885,38.651287,JdA,10263,2019
-4.874899,38.650849,JdA,10264,2019
-5.184133,38.671178,JdA,10265,2019
-5.16457,38.680127,JdA,10266,2019
-5.017969,38.681317,JdA,10267,2019
-4.988703,38.679014,JdA,10268,2019
-4.958733,38.675399,JdA,10269,2019
-4.927092,38.674755,JdA,10270,2019
-4.898002,38.676356,JdA,10271,2019
-4.876643,38.675793,JdA,10272,2019
-5.183479,38.718255,JdA,10273,2019
-5.166935,38.706685,JdA,10274,2019
-5.138003,38.705625,JdA,10275,2019
-5.109376,38.704299,JdA,10276,2019
-5.076436,38.706044,JdA,10277,2019
-5.047811,38.711196,JdA,10278,2019
-5.019792,38.709038,JdA,10279,2019
-5.002245,38.702982,JdA,10280,2019
-5.044094,38.72731,JdA,10281,2019
-5.031214,38.726594,JdA,10282,2019
