study_id,site_id,longitude,latitude,refYear
JdA,1,-5.587943000000154,36.041342981649585,2019
JdA,2,-5.6479430000113515,36.071342980912796,2019
JdA,3,-5.617942999987561,36.07134298090945,2019
JdA,4,-5.587942999997408,36.07134298091103,2019
JdA,5,-5.5579430000012735,36.07134298091672,2019
JdA,6,-5.527943000006057,36.07134298091397,2019
JdA,7,-5.497942999993572,36.07134298091249,2019
JdA,8,-5.467942999999095,36.07134298091524,2019
JdA,9,-5.73794299997943,36.101342980185116,2019
JdA,10,-5.707943000011228,36.10134298018541,2019
JdA,11,-5.677943000000688,36.10134298018471,2019
JdA,12,-5.647943000010318,36.10134298018366,2019
JdA,13,-5.617942999990675,36.101342980185635,2019
JdA,14,-5.587942999996618,36.101342980182544,2019
JdA,15,-5.5579429999991214,36.10134298017879,2019
JdA,16,-5.527943000008413,36.1013429801814,2019
JdA,17,-5.497942999994115,36.10134298018099,2019
JdA,18,-5.467942999994655,36.101342980180775,2019
JdA,19,-5.797943000015255,36.131342979438145,2019
JdA,20,-5.767942999998628,36.13134297943923,2019
JdA,21,-5.737942999983122,36.13134297943781,2019
JdA,22,-5.707943000012626,36.131342979434194,2019
JdA,23,-5.677942999997335,36.13134297943617,2019
JdA,24,-5.647943000009945,36.13134297943967,2019
JdA,25,-5.617942999989166,36.13134297943892,2019
JdA,26,-5.587943000000327,36.13134297944057,2019
JdA,27,-5.557943000003117,36.13134297943929,2019
JdA,28,-5.527943000002599,36.13134297943787,2019
JdA,29,-5.4979430000021035,36.13134297943685,2019
JdA,30,-5.46794299999045,36.13134297943459,2019
JdA,31,-5.827942999995638,36.161342978705484,2019
JdA,32,-5.797943000010632,36.16134297870778,2019
JdA,33,-5.767942999999353,36.16134297870926,2019
JdA,34,-5.737942999987211,36.161342978707516,2019
JdA,35,-5.707943000006268,36.16134297871262,2019
JdA,36,-5.6779429999997975,36.16134297871317,2019
JdA,37,-5.6479430000061255,36.16134297871058,2019
JdA,38,-5.617942999989378,36.16134297871368,2019
JdA,39,-5.5879430000034285,36.16134297870987,2019
