study_id,longitude,latitude
JdA,-3.0353964501057127,35.938994111858705
JdA,-5.609765112174526,36.01748916207427
JdA,-5.5891057763692045,36.019267611501526
JdA,-5.565248783738072,36.022874834550656
JdA,-5.663098008406337,36.05627551171043
JdA,-5.642207194350561,36.05064212355201
JdA,-5.617096403957078,36.042190684792054
JdA,-5.587942999994688,36.04134298164601
JdA,-5.558096965077791,36.04151226308408
JdA,-5.529023407456154,36.045325506874796
JdA,-5.502350909271809,36.051112304691664
JdA,-5.468902064136972,36.05427716856952
JdA,-5.452782668131232,36.0562189672446
JdA,-5.794260667675765,36.08339583380156
JdA,-5.759190311476464,36.08212253276468
JdA,-5.736452151017672,36.07655301717823
JdA,-5.708694610233982,36.07381167736606
JdA,-5.6767211394086825,36.07413477182921
JdA,-5.647943000011167,36.071342980912796
JdA,-5.617942999993128,36.07134298091309
JdA,-5.587942999991844,36.07134298091467
JdA,-5.5579430000012735,36.07134298091672
JdA,-5.527943000005966,36.071342980914025
JdA,-5.497942999993662,36.07134298091255
JdA,-5.467943000004571,36.07134298091883
JdA,-5.442755337314057,36.07492398371122
JdA,-5.8204073058139025,36.10848469476518
JdA,-5.797680045245083,36.101683233117846
JdA,-5.767827339089629,36.10149248197025
JdA,-5.737942999979616,36.10134298019488
JdA,-5.707943000011139,36.101342980195234
JdA,-5.677943000000785,36.101342980194666
JdA,-5.6479430000102235,36.10134298019361
JdA,-5.6179429999907695,36.10134298019547
JdA,-5.587942999996615,36.101342980192314
JdA,-5.557942999999027,36.10134298018862
JdA,-5.527943000008323,36.101342980191234
JdA,-5.497942999994203,36.10134298019082
JdA,-5.467942999994651,36.101342980190665
JdA,-5.44537949482425,36.102608663729576
JdA,-5.849435459632797,36.14018069969518
JdA,-5.827199647569593,36.132023568492606
JdA,-5.797943000014971,36.1313429794282
JdA,-5.767942999998625,36.131342979429334
JdA,-5.737942999988802,36.131342979424474
JdA,-5.707943000006947,36.13134297942084
JdA,-5.67794299999743,36.13134297942634
JdA,-5.647943000009942,36.13134297942978
JdA,-5.617942999989353,36.13134297942903
JdA,-5.587943000000327,36.131342979430684
JdA,-5.5579430000029335,36.131342979429405
JdA,-5.527943000002599,36.13134297942798
JdA,-5.497943000002013,36.13134297942703
JdA,-5.46794299999054,36.131342979424765
JdA,-5.446492706828812,36.12894825817407
JdA,-5.882872349617099,36.16969919947371
JdA,-5.857230591199592,36.16206634575386
JdA,-5.827942999995734,36.161342978705555
JdA,-5.797943000010536,36.16134297870785
JdA,-5.767942999999163,36.16134297870926
JdA,-5.737942999992896,36.1613429787111
JdA,-5.707942999998597,36.16134297871749
JdA,-5.67794300000197,36.16134297871447
JdA,-5.6479430000061255,36.16134297871058
JdA,-5.61794299998748,36.16134297871503
JdA,-5.5879430000054215,36.161342978711275
JdA,-5.557943000003261,36.16134297870902
JdA,-5.527942999995084,36.161342978715126
JdA,-5.497943000008595,36.16134297871669
JdA,-5.467942999993581,36.16134297871265
JdA,-5.444360128339109,36.164990914823036
JdA,-5.420556348067409,36.17633816704243
JdA,-5.370943277529193,36.17225813483053
JdA,-5.348691905540715,36.165926324815935
JdA,-6.053739967477872,36.20556691578445
JdA,-6.0344089586872895,36.196963706812525
JdA,-6.007290524590515,36.19485358206851
JdA,-5.978017185126473,36.19272293007745
JdA,-5.948135395793169,36.19510747042838
JdA,-5.917006604749005,36.19469865985586
JdA,-5.887942759582582,36.19134321873839
JdA,-5.857943000000713,36.191342977974045
JdA,-5.827942999995622,36.191342977972894
JdA,-5.797943000003877,36.191342977975005
JdA,-5.767943000004541,36.191342977974436
JdA,-5.73794299999312,36.191342977968944
JdA,-5.7079429999941915,36.191342977965284
JdA,-5.677943000010121,36.19134297796586
JdA,-5.647942999996276,36.19134297797086
JdA,-5.617942999993682,36.19134297796879
JdA,-5.587943000009552,36.19134297796582
JdA,-5.557942999997029,36.19134297796943
JdA,-5.527942999992558,36.191342977969036
JdA,-5.497943000011297,36.19134297796737
JdA,-5.467942999995445,36.19134297796841
JdA,-5.437942999991016,36.19134297796761
JdA,-5.408234469062075,36.192590834624404
JdA,-5.377494995987777,36.19193033817832
JdA,-5.348144380593209,36.19151539526373
JdA,-5.330601690356025,36.19938828505196
JdA,-6.060280803450898,36.22540902424125
JdA,-6.03794299999906,36.2213429772305
JdA,-6.00794299999823,36.2213429772274
JdA,-5.9779429999944815,36.22134297722979
JdA,-5.947942999999962,36.22134297723541
JdA,-5.917942999998175,36.22134297723153
JdA,-5.887943000002949,36.22134297722522
JdA,-5.85794299999945,36.22134297722497
JdA,-5.827942999994162,36.221342977227906
JdA,-5.797943000008072,36.221342977224
JdA,-5.767943000001096,36.22134297722408
JdA,-5.737942999993681,36.22134297723147
JdA,-5.7079430000015385,36.22134297722998
JdA,-5.677943000006398,36.22134297722704
JdA,-5.64794299999405,36.2213429772259
JdA,-5.617943000002646,36.2213429772236
JdA,-5.587942999999191,36.221342977227486
JdA,-5.557942999996315,36.22134297723107
JdA,-5.5279429999985155,36.22134297722805
JdA,-5.497943000009479,36.22134297722701
JdA,-5.467942999995286,36.22134297722727
JdA,-5.437942999998007,36.22134297722362
JdA,-5.407942999994048,36.22134297722487
JdA,-5.377943000002449,36.22134297722907
JdA,-5.347943000005657,36.221342977227465
JdA,-5.3255439702845,36.22376085298835
JdA,-6.0850896347107355,36.261503111436134
